title,source,episodes,rating,rank,studio,year,start_season,days_aired,duration_minutes,Genre_Action,Genre_Adventure,Genre_Cars,Genre_Comedy,Genre_Dementia,Genre_Demons,Genre_Drama,Genre_Ecchi,Genre_Fantasy,Genre_Game,Genre_Harem,Genre_Hentai,Genre_Historical,Genre_Horror,Genre_Josei,Genre_Kids,Genre_Magic,Genre_Martial Arts,Genre_Mecha,Genre_Military,Genre_Music,Genre_Mystery,Genre_NA,Genre_Parody,Genre_Police,Genre_Psychological,Genre_Romance,Genre_Samurai,Genre_School,Genre_Sci-Fi,Genre_Seinen,Genre_Shoujo,Genre_Shoujo Ai,Genre_Shounen,Genre_Shounen Ai,Genre_Slice of Life,Genre_Space,Genre_Sports,Genre_Super Power,Genre_Supernatural,Genre_Thriller,Genre_Vampire,Genre_Yaoi,Genre_Yuri,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story,success
Bubblegum Crisis Tokyo 2040,Original,26,R - 17+ (violence & profanity),2913.0,AIC,1998,Fall,176,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4686.0,0,0,0,0,0,0,0,0,1,1,0,0,2
Mahou Shoujo Ore,Web manga,12,PG-13 - Teens 13 or older,4076.0,SmallStudio,2018,Spring,41,23.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4076.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Gin no Saji,Manga,11,PG-13 - Teens 13 or older,358.0,A-1 Pictures,2013,Summer,71,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,282.5,1,1,0,0,0,0,0,0,0,0,0,0,1
Kujira no Kora wa Sajou ni Utau,Manga,12,PG-13 - Teens 13 or older,2242.0,J.C.Staff,2017,Fall,78,23.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3061.0,1,0,1,0,0,0,0,0,0,0,0,0,4
Tokyo Futago Athletic,Original,12,G - All Ages,12463.0,SmallStudio,2016,Winter,9,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Black Jack 21,Unknown,17,PG-13 - Teens 13 or older,1098.0,SmallStudio,2006,Spring,148,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.5,1,0,0,0,1,0,0,0,0,0,0,0,4
Seikai no Monshou,Light novel,13,PG-13 - Teens 13 or older,909.0,Sunrise,1998,Winter,450,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1649.25,1,1,0,0,1,1,0,0,0,0,0,0,4
Akindo Sei no Little Peso,Game,12,PG - Children,9576.0,SmallStudio,2017,Spring,78,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Himouto! Umaru-chan R,Manga,12,PG-13 - Teens 13 or older,1666.0,Doga Kobo,2017,Fall,78,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2022.0,1,0,0,0,1,0,0,0,0,0,0,0,1
Boku no Hero Academia 2nd Season,Manga,25,PG-13 - Teens 13 or older,35.0,Bones,2017,Spring,183,23.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,756.2,1,1,1,0,2,0,0,0,0,0,0,0,1
Izumo: Takeki Tsurugi no Senki,Visual novel,12,PG-13 - Teens 13 or older,6311.0,unknown,2005,Spring,78,25.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12919.0,0,0,0,0,1,0,0,0,0,0,0,0,5
Gungrave,Game,26,R - 17+ (violence & profanity),629.0,Madhouse,2003,Fall,176,25.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Initial D First Stage,Manga,26,PG-13 - Teens 13 or older,256.0,SmallStudio,1998,Spring,232,25.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,687.6,1,1,0,0,0,3,0,0,0,0,0,0,1
Kyattou Ninden Teyandee,Original,54,G - All Ages,2968.0,Tatsunoko Production,1990,Winter,377,24.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Fantastic Children,Original,26,PG-13 - Teens 13 or older,1268.0,Nippon Animation,2004,Fall,176,24.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518.0,1,1,0,0,0,0,0,0,0,0,0,0,4
MM!,Light novel,12,PG-13 - Teens 13 or older,2465.0,Xebec,2010,Fall,78,23.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.0,1,0,1,0,0,0,0,0,0,0,0,0,4
Yume no Hoshi no Button Nose,Original,26,PG - Children,5434.0,unknown,1985,Fall,190,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Higurashi no Naku Koro ni Kai,Visual novel,24,R - 17+ (violence & profanity),193.0,Studio Deen,2007,Summer,166,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,776.0,2,1,0,0,1,0,0,1,0,0,0,0,1
Zettai Shounen,Original,26,PG-13 - Teens 13 or older,3552.0,SmallStudio,2005,Spring,183,25.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3552.0,1,0,0,0,0,0,0,0,0,0,0,0,3
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,Light novel,12,R+ - Mild Nudity,1677.0,J.C.Staff,2015,Summer,78,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Mobile Suit Victory Gundam,Original,51,PG-13 - Teens 13 or older,3957.0,SmallStudio,1993,Spring,358,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4355.0,0,2,0,0,1,0,0,0,0,0,0,0,3
Fresh Precure!,Original,50,G - All Ages,1886.0,Toei Animation,2009,Winter,364,25.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2511.1363636363635,1,0,1,0,0,0,0,6,14,0,0,0,4
Astro Boy: Tetsuwan Atom,Manga,50,G - All Ages,3523.0,SmallStudio,2003,Spring,358,24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2883.375,2,0,1,2,1,0,0,0,1,1,0,0,3
Soukou no Strain,Original,13,R+ - Mild Nudity,3105.0,SmallStudio,2006,Fall,106,24.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Cinderella Monogatari,Unknown,26,G - All Ages,1760.0,Tatsunoko Production,1996,Spring,183,24.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Porphy no Nagai Tabi,Novel,52,PG - Children,3093.0,Nippon Animation,2008,Winter,358,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Digimon Adventure 02,Original,50,PG - Children,2224.0,Toei Animation,2000,Spring,358,25.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2083.0,1,1,1,0,1,0,0,4,0,0,0,0,4
MapleStory,Game,25,PG - Children,8416.0,Madhouse,2007,Fall,176,25.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,5
Maria-sama ga Miteru 4th,Light novel,13,PG-13 - Teens 13 or older,662.0,Studio Deen,2009,Winter,85,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1556.0,1,0,1,0,1,0,0,0,0,0,0,0,4
UFO Senshi Dai Apolon,Original,26,PG-13 - Teens 13 or older,6456.0,SmallStudio,1976,Spring,176,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,5
Inuyashiki,Manga,11,R - 17+ (violence & profanity),697.0,SmallStudio,2017,Fall,71,22.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,697.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Happy Kappy,Unknown,25,G - All Ages,8320.0,unknown,2011,Spring,183,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,5
Hoozuki no Reitetsu 2nd Season,Manga,13,PG-13 - Teens 13 or older,678.0,Studio Deen,2017,Fall,85,23.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,827.0,1,1,0,0,1,0,0,0,0,0,0,0,4
Uchuu no Kishi Tekkaman,Original,26,G - All Ages,6056.0,Tatsunoko Production,1975,Summer,176,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3291.0,0,0,0,1,0,0,0,0,0,1,0,0,5
3-gatsu no Lion,Manga,22,PG-13 - Teens 13 or older,148.0,Shaft,2016,Fall,162,25.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2031.6,1,1,0,0,0,1,2,0,0,0,0,0,1
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Manga,26,R - 17+ (violence & profanity),574.0,Madhouse,2005,Fall,176,23.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Cyborg 009: The Cyborg Soldier,Manga,52,PG-13 - Teens 13 or older,2179.0,SmallStudio,2001,Fall,683,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3652.1111111111113,1,0,1,6,0,0,1,0,0,0,0,0,2
Doushitemo Eto ni Hairitai,Web manga,13,G - All Ages,10022.0,SmallStudio,2015,Fall,92,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Thermae Romae,Manga,3,PG-13 - Teens 13 or older,3217.0,SmallStudio,2012,Winter,15,24.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1289.5,1,0,2,0,0,0,5,0,0,0,0,0,4
Nurarihyon no Mago,Manga,24,PG-13 - Teens 13 or older,997.0,Studio Deen,2010,Summer,169,24.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3157.0,1,1,1,0,0,1,0,0,0,0,0,0,1
Major S4,Manga,26,PG-13 - Teens 13 or older,222.0,SmallStudio,2008,Winter,176,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,93.0,1,1,0,0,1,0,0,0,0,0,0,0,4
Kyoufu no Kyou-chan,Unknown,7,R - 17+ (violence & profanity),11043.0,unknown,1994,Fall,113,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
D.Gray-man,Manga,103,PG-13 - Teens 13 or older,355.0,TMS Entertainment,2006,Fall,729,23.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,505.0,1,1,0,0,0,0,0,0,0,0,0,0,1
Mahou Shoujo-tai Arusu,Original,40,PG-13 - Teens 13 or older,2857.0,Studio 4°C,2004,Spring,330,9.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078.0,0,0,1,0,0,0,0,0,0,0,0,0,2
Asu no Yoichi!,Manga,12,PG-13 - Teens 13 or older,3728.0,AIC,2009,Winter,78,24.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3728.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Kore ga Watashi no Goshujinsama,Manga,12,R+ - Mild Nudity,5019.0,SmallStudio,2005,Spring,85,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5019.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Kamen no Maid Guy,Manga,12,R+ - Mild Nudity,3164.0,Madhouse,2008,Spring,78,25.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3502.5,1,0,1,0,0,0,0,0,0,0,0,0,2
Chuuka Ichiban!,Manga,52,PG-13 - Teens 13 or older,1099.0,Nippon Animation,1997,Spring,505,23.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1099.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Uchuu no Kishi Tekkaman Blade,Original,49,R - 17+ (violence & profanity),1512.0,Tatsunoko Production,1992,Winter,351,25.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5344.0,0,1,2,2,0,0,0,0,0,0,0,0,4
Mobile Suit Gundam 00 Second Season,Original,25,R - 17+ (violence & profanity),336.0,Sunrise,2008,Fall,176,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,618.8,3,1,0,0,1,0,0,0,0,0,0,0,1
Fushigiboshi no☆Futagohime Gyu!,Unknown,52,G - All Ages,2559.0,unknown,2006,Spring,365,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3672.0,0,0,1,0,1,0,0,0,0,0,0,0,4
Kagaku Ninja-tai Gatchaman,Original,105,PG-13 - Teens 13 or older,3338.0,Tatsunoko Production,1972,Fall,729,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4187.428571428572,0,1,0,1,0,1,3,0,0,1,0,0,4
Sankarea,Manga,12,R+ - Mild Nudity,1673.0,Studio Deen,2012,Spring,85,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2054.6666666666665,1,1,1,0,0,0,0,0,0,0,0,0,1
Major S2,Manga,26,PG-13 - Teens 13 or older,188.0,Studio Hibari,2005,Winter,183,25.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,194.75,1,1,0,0,2,0,0,0,0,0,0,0,4
Sengoku Basara,Game,12,PG-13 - Teens 13 or older,1618.0,Production I.G,2009,Spring,78,23.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1547.6666666666667,2,1,2,0,0,0,1,0,0,0,0,0,1
Suki na Mono wa Suki Dakara Shou ga Nai!!,Visual novel,12,PG-13 - Teens 13 or older,3966.0,Zexcs,2005,Winter,78,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2650.5,1,0,1,0,0,0,0,0,0,0,0,0,4
Youkai Watch,Game,214,G - All Ages,2669.0,OLM,2014,Winter,1543,23.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1734.5,1,1,3,0,0,1,1,0,0,1,0,0,4
Boys Be...,Manga,13,PG-13 - Teens 13 or older,5475.0,SmallStudio,2000,Spring,85,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5475.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Juuni Taisen,Novel,12,R - 17+ (violence & profanity),4710.0,SmallStudio,2017,Fall,78,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4710.0,1,0,0,0,0,0,0,0,0,0,0,0,4
UN-GO,Novel,11,R - 17+ (violence & profanity),1685.0,Bones,2011,Fall,71,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2560.6666666666665,1,0,0,0,1,0,1,0,0,0,0,0,1
Iron Kid,Unknown,26,G - All Ages,3370.0,SmallStudio,2006,Spring,176,24.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Mermaid Forest,Unknown,13,R - 17+ (violence & profanity),3088.0,TMS Entertainment,2003,Fall,78,24.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445.25,1,0,0,2,1,0,0,0,0,0,0,0,4
Street Fighter II V,Game,29,PG-13 - Teens 13 or older,3059.0,SmallStudio,1995,Spring,232,24.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2705.75,1,0,0,1,0,0,1,0,1,0,0,0,4
Ozma,Original,6,PG-13 - Teens 13 or older,6973.0,Gonzo,2012,Spring,36,24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
B-Legend! Battle B-Daman Fire Spirits!,Unknown,51,PG - Children,5632.0,unknown,2005,Winter,351,23.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3086.0,1,0,0,0,1,0,0,0,0,0,0,0,5
Full Metal Panic! The Second Raid,Light novel,13,R - 17+ (violence & profanity),514.0,Kyoto Animation,2005,Summer,99,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.0,2,1,2,0,2,0,0,0,0,0,0,0,1
Seiyou Kottou Yougashiten: Antique,Manga,12,PG-13 - Teens 13 or older,3053.0,SmallStudio,2008,Summer,78,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2
Popolocrois Monogatari,Game,25,PG - Children,3054.0,Production I.G,1998,Fall,176,23.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3167.0,1,1,0,0,0,0,0,0,0,0,0,0,4
Freezing,Manga,12,R+ - Mild Nudity,3158.0,SmallStudio,2011,Winter,90,24.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3784.0,1,1,1,0,0,0,0,0,0,0,0,0,4
Mnemosyne: Mnemosyne no Musume-tachi,Original,6,R+ - Mild Nudity,1856.0,Xebec,2008,Winter,155,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,928.0,2,0,0,0,0,0,0,0,0,0,0,0,1
Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,Novel,50,G - All Ages,2460.0,Nippon Animation,1981,Winter,358,24.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4
Kono Subarashii Sekai ni Shukufuku wo! 2,Light novel,10,PG-13 - Teens 13 or older,186.0,Studio Deen,2017,Winter,64,23.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,357.0,1,0,1,0,1,0,0,0,0,0,0,0,1
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,Visual novel,13,PG-13 - Teens 13 or older,6709.0,unknown,2004,Summer,85,12.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3354.5,1,0,1,0,0,0,0,0,0,0,0,0,5
Druaga no Tou: The Sword of Uruk,Game,12,PG-13 - Teens 13 or older,2303.0,Gonzo,2009,Winter,78,24.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2456.0,0,0,0,0,1,0,0,0,0,0,0,0,2
Mahou Shoujo Site,Manga,12,R - 17+ (violence & profanity),5723.0,SmallStudio,0,0,0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5723.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Kannagi,Manga,13,PG-13 - Teens 13 or older,2072.0,SmallStudio,2008,Fall,85,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2557.0,1,1,0,0,0,0,0,0,0,0,0,0,4
