title,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story
"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",0.0,0,0,0,0,0,0,1,0,0,0,0,0
Mnemosyne: Mnemosyne no Musume-tachi,928.0,2,0,0,0,0,0,0,0,0,0,0,0
Potemayo Specials,2158.0,0,0,0,0,0,0,0,0,0,0,1,0
Koutetsu Tenshi Kurumi Encore,4001.0,0,0,0,0,0,0,0,0,0,0,1,0
"""Eiji""",0.0,1,0,0,0,0,0,0,0,0,0,0,0
Pokemon XY: Hakai no Mayu to Diancie,475.5,1,0,0,0,1,0,1,0,0,0,1,0
Shi Xiong,5352.0,0,1,0,0,0,0,0,0,0,0,0,0
Pokemon 3D Adventure: Mew wo Sagase!,2979.0,0,1,0,0,0,0,0,0,0,0,1,0
Chicchana Onaka,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,0.0,0,0,0,0,0,1,0,0,0,0,0,0
Zonmi-chan: Meat Pie of the Dead,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Kono Subarashii Sekai ni Shukufuku wo! 2,357.0,1,0,1,0,1,0,0,0,0,0,0,0
Master of Torque,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Detective Conan: Chase the Mysterious Comet Monster!,1596.3333333333333,1,0,0,0,0,0,2,0,0,0,0,0
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,358.3333333333333,1,0,0,0,2,0,0,0,0,0,0,0
Miracle Train: Chuo-sen e Youkoso,5022.0,0,0,0,1,0,0,0,0,0,0,0,0
Zekkyou Gakkyuu,4262.5,1,0,0,0,0,0,1,0,0,0,0,0
Itsuka Tenma no Kuro Usagi OVA,2707.5,0,0,0,0,0,0,0,0,0,1,1,0
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,3354.5,1,0,1,0,0,0,0,0,0,0,0,0
Druaga no Tou: The Sword of Uruk,2456.0,0,0,0,0,1,0,0,0,0,0,0,0
Bakunyuu Maid Kari,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,228.0,0,0,0,0,0,0,0,0,0,0,1,0
Yoru ga Kuru!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Endless Serenade,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sora wo Kakeru Shoujo Picture Drama,3385.0,0,0,0,0,0,0,0,0,0,0,1,0
Kannagi,2557.0,1,1,0,0,0,0,0,0,0,0,0,0
Bondage Game: Shinsou no Reijoutachi,12919.0,0,0,1,0,0,0,0,0,0,0,0,0
Kimera,8764.0,1,0,0,0,0,0,0,0,0,0,0,0
Emi to Yobanaide,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Penguin no Mondai,0.0,0,1,1,0,0,0,0,0,0,0,0,0
Bakuten Shoot Beyblade G Revolution,4483.0,0,0,0,0,1,0,0,0,0,0,0,0
Septem Charm Magical Kanan: SP Summer Camp,12919.0,0,0,0,0,1,0,0,0,0,0,0,0
Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,773.0,0,0,0,0,0,0,1,0,0,0,0,0
Mushishi Zoku Shou: Suzu no Shizuku,32.0,1,0,0,0,1,0,0,0,0,0,0,0
Naruto,3198.222222222222,1,1,7,0,0,0,0,0,0,0,0,0
Korokoro Animal,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Boku no Sexual Harassment,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"Lupin III: Episode 0 ""First Contact""",1043.0,0,0,0,0,0,0,0,0,0,0,1,0
Yuuwaku Countdown,6459.5,1,0,0,0,0,0,1,0,0,0,0,0
Devilman: Yochou Sirene-hen,4540.6,1,0,0,1,1,0,2,0,0,0,0,0
Slayers Gorgeous,964.3333333333334,1,1,0,0,1,0,0,0,0,0,0,0
Hanaukyou Maid-tai: La Verite,4793.0,0,0,0,0,0,0,0,0,1,0,0,0
Black Cat,2146.5,1,0,1,0,0,0,0,0,0,0,0,0
Special A,1071.0,1,0,0,0,0,0,0,0,0,0,0,0
Chou Kousoku Galvion,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Bungou Stray Dogs: Hitori Ayumu,536.5,1,0,0,0,1,0,0,0,0,0,0,0
Overlord II,1022.6,1,1,0,0,1,0,2,0,0,0,0,0
Vassalord.,3479.0,1,0,0,0,0,0,0,0,0,0,0,0
Lovely x Cation The Animation,12919.0,0,0,0,0,0,0,1,0,0,0,0,0
Queen&#039;s Blade: Rebellion Specials,5774.0,0,0,0,0,0,0,0,0,0,0,1,0
Machine-Doll wa Kizutsukanai,3270.0,1,0,1,0,0,0,0,0,0,0,0,0
Uta no☆Prince-sama♪ Maji Love 2000%,2049.6666666666665,1,1,0,0,1,0,0,0,0,0,0,0
Teekyuu 6,3310.5,1,1,1,0,1,0,0,0,0,0,0,0
Konjiki no Gash Bell!!,984.8,1,0,4,0,0,0,0,0,0,0,0,0
Usagi Drop,298.0,1,0,1,0,0,0,0,0,0,0,0,0
Kyoukai no Kanata: Mini Theater,760.0,0,0,0,0,0,0,0,0,0,0,1,0
Kingdom Hearts χ Back Cover,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tamala 2010: A Punk Cat in Space OVA,4946.0,0,0,0,0,1,0,0,0,0,0,0,0
Ansatsu Kyoushitsu: Deai no Jikan,289.0,1,1,0,0,0,0,0,0,0,0,0,0
Armed Blue Gunvolt,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tetsujin 28-gou (2004),3890.75,1,0,0,1,0,0,1,1,0,0,0,0
Clamp Gakuen Tanteidan,2457.5,3,0,1,0,0,0,0,0,0,0,0,0
Rokushin Gattai GodMars,7509.8,1,0,1,0,0,1,0,0,2,0,0,0
Kyomu Senshi Miroku,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Maria†Holic,3251.0,1,1,0,0,0,0,0,0,0,0,0,0
ClassicaLoid,5712.0,0,1,0,0,0,0,0,0,0,0,0,0
Doraemon: It&#039;s Winter!,1034.0,0,0,0,0,0,0,0,1,0,0,0,0
Koi to Senkyo to Chocolate: Koi Imouto!,2653.0,0,0,0,0,1,0,0,0,0,0,0,0
Hotaru Kagayaku,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Taiho Shichau zo: Second Season,2181.625,1,1,0,0,5,0,0,1,0,0,0,0
Pokemon Introductory Recap,1946.0,0,0,0,0,0,0,0,0,0,0,0,1
Hello Kitty no Cinderella,2381.0,0,0,0,1,0,0,2,0,0,0,0,0
Fantasista Doll,6643.0,1,0,0,0,0,0,0,0,0,0,0,0
Koume-chan ga Iku!,0.0,1,0,0,0,0,0,0,0,0,0,0,0
RS Keikaku: Rebirth Storage,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kyoukai no Kanata Movie 1: I&#039;ll Be Here - Kako-hen,515.3333333333334,0,1,0,0,0,0,1,0,0,0,0,1
Kabuki-bu!,2485.0,1,0,0,0,0,0,1,0,0,0,0,0
Abenobashi Mahou☆Shoutengai,2214.0,1,0,0,0,0,0,0,0,0,0,0,0
Yankee-kun na Yamada-kun to Megane-chan to Majo,1541.5,1,0,0,0,0,0,0,0,0,0,1,0
Nissin Cup Noodles China x Gintama,2025.0,0,0,0,0,0,0,2,0,0,0,0,0
Ranma ½: Akumu! Shunmin Kou,802.0,1,0,0,0,0,0,0,0,0,0,0,0
Keijo!!!!!!!! Specials,2428.0,0,0,0,0,0,0,0,0,0,0,1,0
Chika Gentou Gekiga: Shoujo Tsubaki,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Choujin Densetsu Urotsukidouji 2,9689.25,1,1,0,0,1,0,0,0,0,0,0,1
Captain Tsubasa: Saikyou no Teki! Holland Youth,1666.0,1,0,0,0,0,0,0,0,0,0,2,0
Ghost in the Shell: Nyuumon Arise,1483.75,0,0,0,0,0,0,4,0,0,0,0,0
Kamisama Hajimemashita◎,284.3333333333333,1,1,0,0,1,0,0,0,0,0,0,0
Terra Formars Revenge,2072.6666666666665,1,1,0,0,1,0,0,0,0,0,0,0
"Kono Naka ni Hitori, Imouto ga Iru!",4202.0,1,1,0,0,0,0,0,0,0,0,0,0
Kotetsu no Daibouken,7545.0,1,0,0,0,0,0,0,0,0,0,0,0
Sexy Sailor Soldiers,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Azumanga Daioh: Gekijou Tanpen,500.0,0,0,0,0,0,0,0,0,0,0,1,0
Youjuu Kyoushitsu,6459.5,1,1,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,228.0,0,0,0,0,0,0,0,0,0,0,1,0
Last Exile,2855.6666666666665,1,1,0,0,0,1,0,0,0,0,0,0
Dorei Ichiba,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Cat&#039;s Eye,2639.0,1,0,0,0,0,0,0,0,0,0,0,0
Bogeul Bogeul Bomulseon,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hetalia World Series Specials,963.5,1,0,0,0,0,0,0,0,0,0,1,0
Shinmai Maou no Testament OVA,3231.3333333333335,1,1,0,0,1,0,0,0,0,0,0,0
Duel Masters Charge,7212.0,0,1,0,0,1,0,0,0,0,0,0,0
"Tokyo Ghoul: ""Jack""",280.0,1,0,0,0,0,0,0,0,0,0,1,0
Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,2649.0,0,0,0,0,0,0,0,0,0,0,1,0
Kagerou Daze: In a Day&#039;s,2000.8,1,0,0,1,0,0,3,0,0,0,0,0
Ame-iro Cocoa in Hawaii,9138.5,0,1,0,0,1,0,0,0,0,0,0,0
Bubblegum Crisis,4525.8,0,1,0,1,0,2,0,0,1,0,0,0
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,1037.5,1,0,0,0,0,0,0,0,0,0,1,0
Koutetsu Tenshi Kurumi 2,5418.0,0,1,0,0,1,0,0,0,0,0,0,0
Tsuki no Miya no Oujo-sama,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Nunbori,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Shingeki no Kyojin OVA,110.0,0,0,0,0,0,0,0,0,0,0,1,0
"Eikoku Ikka, Nihon wo Taberu",0.0,0,0,1,0,0,0,0,0,0,0,0,0
Shinkai Densetsu Meremanoid,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Little Witch Academia (TV),659.5,0,0,0,2,0,0,0,0,0,0,0,0
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,561.0,0,0,0,0,0,0,0,0,0,0,0,1
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,2604.0,1,1,1,1,0,0,0,0,0,0,0,0
Hatsukoi Limited.,3209.0,1,0,1,0,0,0,0,0,0,0,0,0
Itazura The Animation,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kinbaku no Yakata: Ryakudatsu,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Sengoku Basara: Judge End,1086.0,0,0,0,1,0,0,0,0,0,0,0,0
Macross F Movie 1: Itsuwari no Utahime,549.5,0,1,0,1,0,0,0,0,0,0,0,0
Shin Shirayuki-hime Densetsu Prétear,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Punch Line,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Nendo no Tatakai,9507.0,0,1,0,0,0,0,0,0,0,0,0,0
Chibi Maruko-chan: Watashi no Suki na Uta,891.0,0,0,0,0,1,0,0,0,0,0,0,0
Noblesse: Awakening,750.5,1,0,0,0,1,0,0,0,0,0,0,0
Gothicmade: Hana no Utame,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Seihou Bukyou Outlaw Star Pilot,606.0,0,0,0,0,0,0,1,0,0,0,0,0
Yankee Reppuu-tai,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Guilty Crown Kiseki: Reassortment,1016.0,0,0,0,0,0,0,0,0,0,0,0,1
Pokemon Diamond & Pearl: Dialga vs. Palkia vs. Darkrai,1345.0,1,0,0,0,0,0,0,0,0,0,1,0
Love Live! School Idol Project,1911.7692307692307,2,1,1,0,0,1,7,0,1,0,0,0
Bokura no Saibanin Monogatari,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Towa no Quon 5: Souzetsu no Raifuku,1051.0,0,1,0,0,1,0,0,0,0,0,0,0
Arve Rezzle: Kikaijikake no Yousei-tachi,3669.5,1,0,0,0,0,0,3,0,0,0,0,0
Nandaka Velonica,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sore Ike! Anpanman: Niji no Pyramid,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Rhea Gall Force,5736.5,0,1,0,0,1,0,0,0,0,0,0,0
Tokumu Sentai Shinesman,3655.0,1,0,0,0,0,0,0,0,0,0,0,0
Saimin Jutsu Zero,12919.0,0,0,1,0,0,0,1,0,0,0,0,0
Arai Men to YuYu The Animation,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Eve no Jikan (Movie),322.0,0,0,0,0,0,0,0,0,0,0,0,1
Ima no Watashi ni Dekiru Koto...,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon: Senritsu no Mirage Pokemon,2866.0,0,0,0,0,0,0,0,0,0,0,1,0
Shingeki no Bahamut: Genesis - Short Story,1223.5,0,1,0,0,1,0,0,0,0,0,0,0
Detective Conan: Conan vs. Kid - Shark & Jewel,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Doraemon Movie 01: Nobita no Kyouryuu,841.0,1,0,0,1,0,0,0,0,0,0,1,0
Renkin San-kyuu Magical? Pokaan,1788.0,1,0,1,0,0,0,0,0,0,0,0,0
Street Fighter Zero The Animation,5348.0,0,1,0,0,0,0,0,0,0,0,0,0
Charlotte: Tsuyoimono-tachi,654.0,0,0,0,0,0,0,0,0,0,0,1,0
Blue Seed Omake,1598.5,0,0,0,0,0,0,0,0,0,0,2,0
Detroit Metal City,1176.0,1,0,0,0,0,1,0,0,0,0,0,0
Love Live! x Watering KissMint Collaboration CM,423.0,0,0,0,0,0,0,1,0,0,0,0,0
Gundam Build Fighters,2793.5714285714284,1,2,2,0,0,0,1,0,0,0,1,0
Hidamari Sketch Specials,1381.6666666666667,1,1,0,0,1,0,0,0,0,0,0,0
Diamond no Ace,552.0,1,1,1,0,0,0,0,0,0,0,0,0
Dog Days&#039; Specials,2604.0,0,0,0,0,0,0,0,0,0,0,0,1
Doraemon Movie 03: Nobita no Daimakyou,608.4,1,0,0,1,0,0,2,0,0,0,1,0
Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,960.6666666666666,0,1,0,0,1,0,0,0,0,0,1,0
Kodomo no Jikan (TV),5472.0,1,1,1,0,0,1,0,0,0,0,0,0
Daze,3559.5,0,0,0,0,0,0,2,0,0,0,0,0
Panzer Dragoon,0.0,0,0,0,0,0,0,0,0,0,0,0,0
AD Police,3124.0,1,1,0,0,0,0,0,0,1,0,0,0
Princess Tutu Recaps,307.0,0,0,0,0,0,0,0,0,0,0,0,1
Eden&#039;s Bowy,5111.0,1,0,0,0,0,0,0,0,0,0,0,0
Crush Gear Nitro,1996.0,1,0,0,0,0,0,0,1,0,0,0,0
Dragon Nest: Warriors&#039; Dawn,1843.0,0,1,0,0,0,0,0,0,0,0,0,0
Magma Taishi,7696.0,1,0,0,0,0,0,0,0,0,0,0,0
Cardfight!! Vanguard G,3583.5,0,1,0,0,1,0,0,0,0,0,0,0
Ienai Koto The Animation,6459.5,1,0,0,0,1,0,0,0,0,0,0,0
Kimi ga Nozomu Eien,6531.25,0,0,0,1,0,0,0,3,0,0,0,0
Super Child,0.0,0,0,0,0,0,0,0,0,0,0,0,0
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,3289.0,0,0,0,0,1,0,0,0,0,0,0,0
Mashiro-iro Symphony: The Color of Lovers Picture Drama,2621.0,0,0,0,0,0,0,0,0,0,0,1,0
Happy☆Twinkle,1351.0,0,0,0,0,0,0,1,0,0,0,0,0
Bakugan Battle Brawlers: Mechtanium Surge,6340.0,0,0,0,0,1,0,0,0,0,0,0,0
Oshiete! Galko-chan,2862.5,1,0,1,0,0,0,0,0,0,0,0,0
Kihei Senki Legacies,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tengai Makyou: Jiraiya Oboro-hen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kanadian Families: Episode Zero,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Servamp,2205.5,1,0,3,0,0,0,0,0,0,0,0,0
Alps Monogatari: Watashi no Annette,0.0,0,0,0,0,0,1,0,0,0,0,0,0
Shin Koihime†Musou: Otome Tairan,3979.5,0,0,0,0,1,0,0,1,0,0,0,0
Hello Kitty no Minna no Mori wo Mamore!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Bishoujo Senshi Sailor Moon,1833.75,1,1,0,1,0,1,0,0,0,0,0,0
Appleseed Saga Ex Machina,2835.0,0,0,0,0,1,0,0,0,0,0,0,0
Hiroshima ni Ichiban Densha ga Hashitta,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Gan to Gon,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Taneyamagahara no Yoru,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,1364.6,0,1,0,1,3,0,0,0,0,0,0,0
Yoku Wakaru Gendai Mahou,5163.0,1,0,1,0,0,0,0,0,0,0,0,0
Choujin Densetsu Urotsukidouji: Inferno Road,4306.333333333333,1,1,0,0,1,0,0,0,0,0,0,0
Noein: Mou Hitori no Kimi e,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Inyouchuu Shoku: Ryoushokutou Taimaroku - Kanzenhan,4306.333333333333,2,0,0,0,1,0,0,0,0,0,0,0
Inaka Isha,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Super Fishing Grander Musashi,2888.0,0,1,0,0,0,0,0,0,0,0,0,0
Aggressive Retsuko (ONA),1188.0,0,0,0,1,0,0,0,0,0,0,0,0
Mitsudomoe Zouryouchuu!,1137.0,1,0,0,0,1,0,0,0,0,0,0,0
Juuippiki no Neko to Ahoudori,7418.0,0,0,0,0,1,0,0,0,0,0,0,0
Mujigen Hunter Fandora,0.0,0,0,0,0,0,0,0,0,0,0,0,0
_Summer,8446.0,0,0,1,0,0,0,0,0,0,0,0,0
Groizer X,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam Thunderbolt: Bandit Flower,867.0,1,0,0,0,1,0,0,0,0,0,0,1
Kairaku Satsujin Chousakan Kouji,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tetsuwan Birdy,2250.0,1,0,0,1,0,0,0,0,0,0,0,0
Military! Special,7595.0,1,0,0,0,1,0,0,0,0,0,0,0
Oni-Tensei,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Chi&#039;s Sweet Home OVA,1873.3333333333333,1,1,0,0,1,0,0,0,0,0,0,0
Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,4211.0,0,0,0,0,1,0,0,0,0,0,0,0
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",0.0,0,1,0,0,0,0,0,0,0,0,0,0
Mushi no Tameiki,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hitsugi no Chaika OVA,2197.0,0,0,0,0,0,0,0,0,0,0,2,0
Maria-sama ga Miteru 4th Specials,662.0,0,0,0,0,0,0,0,0,0,0,1,0
Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,1264.0,0,0,0,0,1,0,0,0,0,0,0,0
Mobile Suit Gundam SEED,2064.8571428571427,2,1,1,0,0,1,1,1,0,0,0,0
Taiyou no Kiba Dagram,0.0,0,0,1,0,0,1,1,0,0,0,0,0
Idol Densetsu Eriko,0.0,0,0,0,0,0,0,0,0,0,0,0,0
WXIII Kidou Keisatsu Patlabor,2710.5,0,0,0,0,1,0,1,0,0,0,0,0
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,900.0,0,0,0,0,0,0,0,0,0,0,1,0
Garo: Guren no Tsuki,810.6,0,0,1,0,0,0,2,0,2,0,0,0
The Cockpit,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Jarinko Chie (TV),1388.0,1,0,0,0,0,0,0,0,0,1,0,0
MiniPato,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ai Tenshi Densetsu Wedding Peach,1493.3333333333333,1,1,1,0,0,0,0,0,0,0,0,0
Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,1278.0,0,0,0,0,0,0,1,0,0,0,0,0
Koihime†Musou,3646.5,1,1,0,0,0,0,1,1,0,0,0,0
Amagami SS,2451.6,1,1,2,0,0,0,1,0,0,0,0,0
Gregory Horror Show: The Bloody Karte,4266.0,0,0,0,0,0,0,0,0,0,0,1,0
Kazemakase Tsukikage Ran,2925.0,1,0,0,0,0,0,0,0,0,0,0,0
Tabi Machi Late Show,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Bubuki Buranki: Hoshi no Kyojin,5984.0,0,0,0,0,1,0,0,0,0,0,0,0
Sakura Taisen: Gouka Kenran,5438.25,0,1,0,0,1,0,0,2,0,0,0,0
Gyakkyou Burai Kaiji: Hakairoku-hen,109.0,1,0,0,0,1,0,0,0,0,0,0,0
Taiko no Tatsujin,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,1634.25,2,0,0,1,0,0,1,0,0,0,0,0
.hack//Tasogare no Udewa Densetsu,4474.833333333333,1,0,2,0,1,0,1,0,1,0,0,0
Ginga Patrol PJ,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,1811.5,0,0,0,0,0,0,2,0,0,0,0,0
Yuru Yuri♪♪,997.3333333333334,1,1,0,0,1,0,0,0,0,0,0,0
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,4368.2,1,1,1,0,0,0,0,2,0,0,0,0
Tantei Opera Milky Holmes: Alternative,2542.0,0,0,0,1,0,0,0,0,0,0,0,0
Highschool of the Dead,3356.5,1,0,1,0,0,0,0,0,0,0,0,0
Hi no Tori: Houou-hen,2671.0,1,1,0,2,0,0,0,0,0,0,0,0
Uchuu Kaizoku Mito no Daibouken,3143.5,0,1,0,0,1,0,0,0,0,0,0,0
Aruhi no Clamp Gakuen Tanteidan,1763.0,3,0,0,0,0,0,0,0,0,0,1,0
Tokimeki Memorial: Only Love Specials,2984.0,1,0,0,0,0,0,0,0,0,0,1,0
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,292.0,1,0,0,0,0,0,0,0,0,0,0,0
Houkago Mania Club: Koi no Hoshii no,12919.0,0,0,0,0,0,0,0,1,0,0,0,0
No Game No Life Specials,162.0,0,0,0,0,0,0,0,0,0,0,1,0
Shakugan no Shana Movie,3139.3333333333335,0,0,2,0,0,0,0,0,0,0,0,1
Ojamajo Doremi,2533.5,1,1,0,0,0,0,0,0,0,0,0,0
Prince of Stride: Alternative,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Daishikkin Helena,0.0,0,0,0,0,0,0,0,0,0,0,0,0
KochinPa! Dainiki,0.0,0,0,0,0,1,0,0,0,0,0,0,0
Seijun Kango Gakuin,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Vampire Hunter D (2000),2750.0,1,0,0,0,1,0,0,0,0,0,0,0
Yokorenbo: Immoral Mother,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,86.0,0,0,0,0,0,0,0,0,0,0,1,0
Towa no Quon 6: Towa no Quon,1179.0,0,0,0,0,1,0,0,0,0,0,0,0
Cardcaptor Sakura: Clear Card-hen Recap,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Sky Girls Specials,3244.0,0,0,0,0,0,0,0,0,0,0,1,0
Yami to Boushi to Hon no Tabibito,2473.5,1,0,0,0,0,0,0,1,0,0,0,0
Please ♥♥♥♥ Me!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,2183.0,2,1,0,0,0,0,1,0,0,0,0,0
Dousou Kai Again,12919.0,0,0,0,0,1,0,0,0,0,0,0,0
Kamen Rider SD Kaiki?! Kumo Otoko,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Zinba,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Seikaisuru Kado: Ninovo,3541.0,0,1,0,0,0,0,0,0,0,0,0,0
Cobra The Animation: The Psycho-Gun,1057.0,2,1,0,0,1,0,0,0,0,0,0,0
Darker than Black: Kuro no Keiyakusha Gaiden,860.0,0,1,0,0,1,0,0,0,0,0,0,0
Mangaka-san to Assistant-san to The Animation Specials,2347.0,0,0,0,0,0,0,0,0,0,0,1,0
Ookami Kodomo no Ame to Yuki x House Shokuhin Stew CM,3871.0,0,0,0,0,0,0,2,0,0,0,0,0
Baja no Studio,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,806.0,0,0,0,2,0,0,0,0,0,0,0,0
Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,595.0,0,0,0,1,0,0,0,0,0,0,0,0
Ani ni Tsukeru Kusuri wa Nai!,0.0,1,0,0,0,0,0,0,0,0,0,0,0
3D Onara Gorou ga Dance Dance Dance!!,8161.0,0,0,0,0,0,0,0,0,0,0,1,0
Neon Genesis Evangelion,2200.8,1,1,0,4,0,1,2,1,0,0,0,0
Non Non Biyori Repeat: Hotaru ga Tanoshinda,771.0,0,0,0,0,0,0,1,0,0,0,1,0
Soushitsukyou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Heroic Age,1271.0,1,0,0,0,0,0,0,0,0,0,0,0
Lupin III: Moeyo Zantetsuken!,1043.0,0,0,0,0,0,0,0,0,0,0,1,0
Fullmetal Alchemist: The Sacred Star of Milos,1497.5,0,0,0,0,0,0,1,0,0,0,1,0
Dr. Rin ni Kiitemite!,3906.0,1,0,0,0,0,0,0,0,0,0,0,0
Soukou Kihei Votoms: Kakuyaku taru Itan,333.0,0,1,0,0,1,0,0,0,0,0,0,0
Danshi Koukousei no Nichijou,418.5,1,0,1,0,0,0,0,0,0,0,0,0
Princess Knight☆Catue,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Bokusatsu Tenshi Dokuro-chan,4326.5,1,1,0,0,0,0,0,0,0,0,0,0
Peeping Life: YouTuber-kun,8441.0,0,0,0,0,0,0,1,0,0,0,0,0
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,1530.0,1,0,0,0,0,0,0,0,0,0,1,0
Free!: Eternal Summer,705.0,0,2,1,1,1,0,0,0,0,0,0,0
Karneval,2553.0,1,0,0,0,0,0,0,0,0,0,0,1
"Kumo no Mukou, Yakusoku no Basho",994.0,1,0,0,0,0,0,0,0,0,0,0,0
Saki Picture Drama,1505.0,1,0,0,0,0,0,0,0,0,0,1,0
Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Oni Chichi: Re-birth,12919.0,1,1,0,0,1,0,0,0,0,0,0,0
